ProjectID,Supplier,DocType,Year,Count,Avg_Invoice_Amount
Sanchez_2018,PIPE PROS LLC,APINV,2018,56,9397.0
Sanchez_2018,LEGEND ENERGY SERVICES LLC,APINV,2018,130,275231.1
Sanchez_2018,LIBERTY MATERIALS INC,APINV,2018,51,156714.32
Sanchez_2018,SOUTH TEXAS SPECIALTIES,APINV,2018,197,883.26
Sanchez_2018,TEAM OIL TOOLS,APINV,2018,58,10854.31
Sanchez_2018,STONE TRUCKING,APINV,2018,185,2599.05
Sanchez_2018,COLORADO MATERIALS LTD,APINV,2018,141,9780.77
Sanchez_2018,TRIPLE S TRUCKING CO,APINV,2018,789,1046.34
Sanchez_2018,WEATHERFORD U S LP,APINV,2018,85,22153.26
Sanchez_2018,SUMMIT PUMP & SAFETY INC,APINV,2018,298,2629.54
Sanchez_2018,3 S SERVICES LLC,APINV,2018,825,700.11
Sanchez_2018,ODESSA PUMPS & EQUIPMENT INC,APINV,2018,71,4816.89
Sanchez_2018,FLYING V GENERATIONS LLC,APINV,2018,214,3023.53
Sanchez_2018,STERLING RESOURCES LLC,APINV,2018,179,914.02
Sanchez_2018,STRAIGHT LINE CONST INC,APINV,2018,56,4137.41
Sanchez_2018,CHASE WELDING SERVICES LLC,APINV,2018,111,1527.9
Sanchez_2018,MCJUNKIN RED MAN CORPORATION,APINV,2018,309,1585.51
Sanchez_2018,PALADIN SURFACE LOGGING,APINV,2018,72,13834.51
Sanchez_2018,FESCO LTD,APINV,2018,427,2660.33
Sanchez_2018,AXIP ENERGY SERVICES LP,APINV,2018,79,3164.95
Sanchez_2018,KLX ENERGY SERVICES LLC,APINV,2018,70,3247.15
Sanchez_2018,MISSION VACUUM & PUMP TRUCK SERVICE,APINV,2018,127,1718.82
Sanchez_2018,TAVOS TOWING LLC,APINV,2018,60,764.28
Sanchez_2018,CHARTER ONE,APINV,2018,125,3478.13
Sanchez_2018,MCMAHAN WELDING SERVICE,APINV,2018,180,2465.53
Sanchez_2018,NATIONAL OILWELL VARCO LP,APINV,2018,60,7039.1
Sanchez_2018,M-I SWACO,APINV,2018,84,2353.34
Sanchez_2018,EXCALIBUR RENTALS INC,APINV,2018,144,2962.74
Sanchez_2018,SOUTHERN SPECIALITIES,APINV,2018,67,688.25
Sanchez_2018,C&E PRODUCTION LLC,APINV,2018,1693,450.53
Sanchez_2018,VAC SOLUTIONS LLC,APINV,2018,75,2703.3
Sanchez_2018,KING OILFIELD & LEASE SERVICES LLC,APINV,2018,82,3495.14
Sanchez_2018,EXCEED OILFIELD EQUIPMENT INC,APINV,2018,56,19411.54
Sanchez_2018,OPM OILFIELD SERVICES LLC,APINV,2018,265,1585.28
Sanchez_2018,LIBERTY LIFT SOLUTIONS LLC,APINV,2018,51,1249.67
Sanchez_2018,ACTS OILFIELD SERVICES LLC,APINV,2018,596,1015.53
Sanchez_2018,WELL MASTER CORPORATION,APINV,2018,561,925.01
Sanchez_2018,CRENSHAW ENTERPRISES INC,APINV,2018,133,6444.23
Sanchez_2018,FIVE OCLOCK HOLDINGS LLC,APINV,2018,434,1414.35
Sanchez_2018,SUPREME PRODUCTION SERVICES INC,APINV,2018,65,17437.03
Sanchez_2018,BELLOWS OPERATING CO LLC,APINV,2018,135,432.54
Sanchez_2018,MID-COAST ELECTRIC SUPPLY INC,APINV,2018,83,1608.6
Sanchez_2018,DHV OILFIELD SERVICES,APINV,2018,286,1012.41
Sanchez_2018,EMS ENERGY SOLUTIONS LLC,APINV,2018,897,392.28
Sanchez_2018,ELITE OILFIELD,APINV,2018,103,364.73
Sanchez_2018,TGM SERVICES INC,APINV,2018,425,492.5
Sanchez_2018,WEEKS ENVIRONMENTAL LLC,APINV,2018,310,4214.39
Sanchez_2018,MILLER ENVIRONMENTAL SERVICES LLC,APINV,2018,67,5600.0
Sanchez_2018,KINGSLEY CONSTRUCTORS INC,APINV,2018,67,67700.72
Sanchez_2018,PERFORMANCE CHEMICAL COMPANY,APINV,2018,1533,425.04
Sanchez_2018,EG TRUCKING INC,APINV,2018,213,1378.3
Sanchez_2018,LIMONS ROAD SERVICE,APINV,2018,69,1107.59
Sanchez_2018,CHEMIX ENERGY SERVICES LLC,APINV,2018,217,3125.7
Sanchez_2018,WEATHERFORD ARTIFICIAL LIFT,APINV,2018,304,6083.08
Sanchez_2018,COASTAL SUPPLY COMPANY,APINV,2018,107,1229.97
Sanchez_2018,TITAN CHEMICAL LLC,APINV,2018,277,324.11
Sanchez_2018,BOWMAN ENERGY SERVICES LLC,APINV,2018,1129,3536.39
Sanchez_2018,PREFERRED PIPELINE CORPORATE CENTER,APINV,2018,78,35166.74
Sanchez_2018,INDEPENDENCE OILFIELD CHEMICALS LLC,APINV,2018,104,71640.08
Sanchez_2018,AWC INC,APINV,2018,62,2582.8
Sanchez_2018,CONCORDIA ELECTRIC COOPERATIVE INC,APINV,2018,124,430.21
Sanchez_2018,PPP SANITATION SERVICES,APINV,2018,74,483.85
Sanchez_2018,COMPLETE CHEMICAL SERVICES,APINV,2018,60,1017.81
Sanchez_2018,EMERGENCY SITE PROTECTION,APINV,2018,108,20448.29
Sanchez_2018,TENACIOUS TORQUE,APINV,2018,62,3608.15
Sanchez_2018,MTZ VACUUM SERVICE,APINV,2018,346,537.99
Sanchez_2018,VEOLIA WATER SOLUTIONS,APINV,2018,153,14334.52
Sanchez_2018,TULSA INSPECTION RESOURCES LLC,APINV,2018,1870,3633.5
Sanchez_2018,BLACKWATER SWD LLC,APINV,2018,129,165.37
Sanchez_2018,BLACK GOLD RENTAL TOOLS INC,APINV,2018,82,7631.5
Sanchez_2018,EAGLES DEN SUITES AT CARRIZO SPRING,APINV,2018,72,539.84
Sanchez_2018,J & M PREMIER SERVICES INC,APINV,2018,57,10681.84
Sanchez_2018,QWIK PIPE 2013,APINV,2018,121,36126.79
Sanchez_2018,TENARIS GLOBAL SVS USA CORP.,APINV,2018,224,146277.97
Sanchez_2018,WARRIOR SUPPLY INC,APINV,2018,465,592.83
Sanchez_2018,D&B RENTAL SERVICE,APINV,2018,124,4456.32
Sanchez_2018,SELECT ENERGY SERVICES LLC,APINV,2018,1122,3149.24
Sanchez_2018,GREENES ENERGY GROUP,APINV,2018,117,8903.99
Sanchez_2018,SERTEK OIL & GAS SERVICES LLC,APINV,2018,108,1383.3
Sanchez_2018,CORETECH WIRELINE SERVICES OF TEXAS,APINV,2018,66,917.23
Sanchez_2018,PERMIAN FRAC SAND LLC,APINV,2018,114,6254.67
Sanchez_2018,KEY ENERGY SERVICES INC,APINV,2018,748,1971.2
Sanchez_2018,JK RED DIRT RENTALS LLC,APINV,2018,64,1351.08
Sanchez_2018,INDUSTRIAL PIPING SPECIALISTS INC,APINV,2018,249,10196.67
Sanchez_2018,FLOWFECT INC,APINV,2018,98,3026.53
Sanchez_2018,P AND P HOT OIL INC,APINV,2018,343,575.18
Sanchez_2018,WORLD FUEL SERVICES INC,APINV,2018,216,540.84
Sanchez_2018,COVENANT TESTING TECHNOLOGIES LLC,APINV,2018,384,6343.46
Sanchez_2018,INTERCEPT PRODUCTION SERVICES LLC,APINV,2018,91,702.4
Sanchez_2018,EAGLE NDT LLC,APINV,2018,184,1387.39
Sanchez_2018,DEEPWELL ENERGY SERVICES LLC,APINV,2018,628,1021.53
Sanchez_2018,PILOT THOMAS LOGISTICS,APINV,2018,1007,9653.75
Sanchez_2018,CACTUS WELLHEAD LLC,APINV,2018,889,8034.05
Sanchez_2018,R360 ENVIRONMENTAL SOLUTIONS INC,APINV,2018,174,1149.79
Sanchez_2018,STEVENS TANKER DIVISION LLC,APINV,2018,136,247430.19
Sanchez_2018,CSI COMPRESSCO OPERATING LLC,APINV,2018,381,1958.83
Sanchez_2018,GRAND SLAM ENERGY SERVICES,APINV,2018,61,2295.71
Sanchez_2018,HOWLAND SURVEYING CO INC,APINV,2018,85,1585.24
Sanchez_2018,PICO TECHNOLOGIES LLC,APINV,2018,117,10505.15
Sanchez_2018,ROD AND TUBING SERVICES LLC,APINV,2018,237,8287.77
Sanchez_2018,CASEDHOLE SOLUTIONS INC,APINV,2018,88,96118.17
Sanchez_2018,PRO FIELD SERVICES INC,APINV,2018,414,4158.58
Sanchez_2018,THRU TUBING SOLUTIONS INC,APINV,2018,121,39346.28
Sanchez_2018,DIMMIT COUNTY,APINV,2018,64,4532.45
Sanchez_2018,AXIO WIRELINE TX LLC,APINV,2018,126,1176.17
Sanchez_2018,SUNBELT RENTALS LLC,APINV,2018,250,3955.46
Sanchez_2018,STALLION PRODUCTION SERVICES LP,APINV,2018,463,1330.29
Sanchez_2018,UNLIMITED TIME LLC,APINV,2018,76,553.62
Sanchez_2018,LONE WOLF 3K TRUCKING LLC,APINV,2018,55,1513.0
Sanchez_2018,HELMERICH & PAYNE DRILLING,APINV,2018,69,86533.8
Sanchez_2018,MKS SERVICES LLC,APINV,2018,602,1328.59
Sanchez_2018,AMERICAN EAGLE LOGISTICS,APINV,2018,363,1353.2
Sanchez_2018,K C AG SUPPLY INC,APINV,2018,73,111.54
Sanchez_2018,PARK ENERGY SERVICES LLC,APINV,2018,221,1520.18
Sanchez_2018,LANDMARK GRAPHICS CORP,APINV,2018,66,9057.26
Sanchez_2018,AUSTIN CHALK PETROLEUM SERVICES,APINV,2018,393,3506.26
Sanchez_2018,ENERGY LAND RESOURCES INC,APINV,2018,81,3745.14
Sanchez_2018,HTK CONSULTANTS INC,APINV,2018,225,14148.73
Sanchez_2018,FLOW ZONE LLC,APINV,2018,112,7107.07
Sanchez_2018,PERFORMANCE WELLHEAD & FRAC,APINV,2018,95,1876.12
Sanchez_2018,DERRICK CORPORATION,APINV,2018,76,5965.47
Sanchez_2018,NGL CRUDE TRANSPORTATION LLC,APINV,2018,889,1549.29
Sanchez_2018,NABORS DRILLING USA INC,APINV,2018,139,135978.26
Sanchez_2018,HERRING GAS COMPANY INC,APINV,2018,101,623.77
Sanchez_2018,MORALES MACHINE,APINV,2018,151,2783.34
Sanchez_2018,SCHLUMBERGER ROD LIFT INC,APINV,2018,70,6319.78
Sanchez_2018,CARRIZO AUTO SUPPLY,APINV,2018,124,138.51
Sanchez_2018,TEXAS SWABBING SERVICES INC,APINV,2018,377,1808.66
Sanchez_2018,REGIO EXPRESS INC,APINV,2018,70,2881.18
Sanchez_2018,PLANNING THRU COMPLETION LLC,APINV,2018,331,4943.05
Sanchez_2018,HALLIBURTON ENERGY SERVICES INC,APINV,2018,161,19692.8
Sanchez_2018,ARGUINDEGUI OIL CO,APINV,2018,113,10031.02
Sanchez_2018,PCM SALES INC,APINV,2018,86,4763.28
Sanchez_2018,ULTERRA DRILLING TECHNOLOGIES LP,APINV,2018,209,8366.56
Sanchez_2018,AGGREKO LLC,APINV,2018,154,4429.95
Sanchez_2018,TANMAR RENTALS LLC,APINV,2018,234,5890.64
Sanchez_2018,ACME TRUCK LINE INC,APINV,2018,243,553.55
Sanchez_2018,NGL WATER SOLUTIONS - EAGLE FORD,APINV,2018,717,248.33
Sanchez_2018,HEAT WAVES HOT OIL SERVICE LLC,APINV,2018,93,932.66
Sanchez_2018,CHOYA OPERATING,APINV,2018,2245,1035.05
Sanchez_2018,TXAM PUMPS LLC,APINV,2018,458,990.92
Sanchez_2018,OILFIELD EQUIPMENT RENTAL LLC,APINV,2018,66,2579.85
Sanchez_2018,"BESTWAY OILFIELD, INC.",APINV,2018,172,9679.58
Sanchez_2018,CRESCENT DRILLING & PRODUCTION INC.,APINV,2018,886,4078.5
Sanchez_2018,REAGAN POWER & COMPRESSION INC,APINV,2018,81,579.05
Sanchez_2018,BOBWHITE ENERGY SERVICES,APINV,2018,301,2086.15
Sanchez_2018,REDBACK COIL TUBING LLC,APINV,2018,54,34052.87
Sanchez_2018,TEXAS PREMIER LEASE SERVICES LLC,APINV,2018,164,306.66
Sanchez_2018,D&B FLOWBACK AND WELL TESTING,APINV,2018,151,11979.59
Sanchez_2018,GENUENT LLC,APINV,2018,70,2392.08
Sanchez_2018,H&M ACID SERVICES,APINV,2018,187,11830.99
Sanchez_2018,TRIAD WELL SERVICE LLC,APINV,2018,952,919.56
Sanchez_2018,DIMMIT COUNTY SWD,APINV,2018,96,641.55
Sanchez_2018,A & D SERVICES LLC,APINV,2018,83,1300.18
Sanchez_2018,INDIGO INJECTION #3-1 LLC,APINV,2018,549,525.63
Sanchez_2018,SANCO MEASUREMENT CO,APINV,2018,64,2427.12
Sanchez_2018,DELL MARKETING LP,APINV,2018,55,6502.78
Sanchez_2018,PDS ENERGY INFORMATION INC,APINV,2018,108,725.74
Sanchez_2018,EQUIPMENT TRANSPORT LLC,APINV,2018,238,1584.18
Sanchez_2018,GLOBAL PIPELINE,APINV,2018,360,6419.42
Sanchez_2018,BAYOU OILFIELD SUPPLY,APINV,2018,97,326.83
Sanchez_2018,ENERGY FIRST ENGINEERING & CONSULT,APINV,2018,929,2081.59
Sanchez_2018,AMPRO STRATEGIC ALLIANCE,APINV,2018,206,6591.53
Sanchez_2018,SOUTH TEXAS OILFIELD SOLUTIONS LLC,APINV,2018,6055,1041.36
Sanchez_2018,REFINERY SPECIALTIES INC,APINV,2018,159,521.11
Sanchez_2018,EXPRESS ENERGY SVCS OPERATING LP,APINV,2018,98,8753.93
Sanchez_2018,RATHOLE DRILLING INC,APINV,2018,147,3848.86
Sanchez_2018,SPN WELL SERVICE COILED TUBING,APINV,2018,71,23759.75
Sanchez_2018,CWS,APINV,2018,98,2079.62
Sanchez_2018,AT&T,APINV,2018,62,702.07
Sanchez_2018,RIOTEX SWABBING INC,APINV,2018,525,1704.37
Sanchez_2018,PATMO SERVICES LLC,APINV,2018,253,549.47
Sanchez_2018,AUTOMATION-X CORPORATION,APINV,2018,112,4884.86
Sanchez_2018,MIDSTREAM OIL & GAS SERVICES LLC,APINV,2018,143,494.02
Sanchez_2018,ESSI CORPORATION,APINV,2018,261,2068.42
Sanchez_2018,FRONTIER SURVEYING COMPANY,APINV,2018,66,960.31
Sanchez_2018,EVERGREEN INDUSTRIAL SERVICES,APINV,2018,671,948.71
Sanchez_2018,TREND SERVICES INC,APINV,2018,90,779.57
Sanchez_2018,ARCHROCK PARTNERS,APINV,2018,574,9182.53
Sanchez_2018,ALPHA TANKS & PUMP II LLC,APINV,2018,476,1541.46
Sanchez_2018,C & J WELL SERVICES INC,APINV,2018,124,1812.98
Sanchez_2018,PEGASUS CONSTRUCTION & SERVICES LLC,APINV,2018,353,1783.81
Sanchez_2018,ALPHA MACHINE AND REPAIR,APINV,2018,113,2346.97
Sanchez_2018,DHW WELL SERVICE INC,APINV,2018,954,1461.74
Sanchez_2018,FLEAUX SERVICES OF LOUISIANA,APINV,2018,240,8148.94
Sanchez_2018,EASTERN OIL WELL SERVICE CO,APINV,2018,172,830.4
Sanchez_2018,LENORAH OPERATORS HOLDCO LLC,APINV,2018,220,602.68
Sanchez_2018,CHEMOIL CORP,APINV,2018,495,29298.68
Sanchez_2018,H5 SERVICES LLC,APINV,2018,353,2696.26
Sanchez_2018,PRECISION PUMP & VALVE,APINV,2018,390,3523.78
Sanchez_2018,QES PRESSURE CONTROL LLC,APINV,2018,145,24197.63
Sanchez_2018,CIRCLE 8 FLUID SERVICES INC,APINV,2018,265,9543.1
Sanchez_2018,5J OILFIELD SERVICES LLC,APINV,2018,68,4089.97
Sanchez_2018,EPIC LIFT SYSTEMS  LLC,APINV,2018,93,835.52
Sanchez_2018,KNOWLES ENTERPRISES LLC,APINV,2018,525,1703.49
Sanchez_2018,QUALITY SOUTH TEXAS TRUCKING,APINV,2018,57,15696.75
Sanchez_2018,PRECISION SOLIDS CONTROL INC,APINV,2018,65,11512.41
Sanchez_2018,TRIFECTA OILFIELD SERVICES,APINV,2018,66,4158.47
Sanchez_2018,DE LAUNE DRILLING SERVICE INC,APINV,2018,87,12379.09
Sanchez_2018,CREST PUMPING TECHNOLOGIES,APINV,2018,129,46248.73
Sanchez_2018,HTK CONSULTANTS INC,APINV,2017,664,9928.78
Sanchez_2018,CONCORDIA ELECTRIC COOPERATIVE INC,APINV,2017,362,441.87
NobleEnergy_2018,SUPERIOR TOWING LLC,DO,2017,56,124.45
NobleEnergy_2018,RENEWABLE FIBER INC,DO,2017,83,23368.89
NobleEnergy_2018,MACIEL TRUCKING LLC,DO,2017,821,719.65
NobleEnergy_2018,LUCKY SERVICES INC,DO,2017,95,8454.36
NobleEnergy_2018,E&A WELDING & OILFIELD SERVICES INC,DO,2017,113,3193.19
Anadarko_2018,SPARTAN COMPANIES LLC,ZF,2017,1532,2566.2
Anadarko_2018,R J MANN AND ASSOCIATES INC,ZF,2017,1140,1711.5
Anadarko_2018,ICORR TECHNOLOGIES LLC,ZF,2017,250,1341.35
Anadarko_2018,WORLD WIDE TECHNOLOGY INC,ZH,2017,70,38547.36
Anadarko_2018,MARTIN OILFIELD SERVICE INC,ZF,2017,469,756.37
Anadarko_2018,"TARGET OILFIELD SERVICES, LLC",ZF,2017,106,1879.32
Anadarko_2018,HB RENTALS LC,ZF,2017,59,3856.21
Anadarko_2018,FRED W BUCK,ZF,2017,134,1212.46
Anadarko_2018,"SCHLUMBERGER ROD LIFT, INC.",ZF,2017,59,13474.84
Anadarko_2018,J WALLEM & ASSOCIATES INC,KR,2017,150,21537.7
Williams_2017,H&H X-RAY SERVICES INC,,2017,824,7787.22
Sanchez_2018,CUDD PRESSURE CONTROL INC,APINV,2017,73,20902.79
Sanchez_2018,BAYOU OILFIELD SUPPLY,APINV,2017,334,366.51
NobleEnergy_2018,"WEATHERFORD US, LP",DO,2017,443,5816.83
NobleEnergy_2018,BEATTY & WOZNIAK PC,DO,2017,196,2446.83
NobleEnergy_2018,REDZONE COIL TUBING LLC,DO,2017,80,37242.56
Anadarko_2018,OFFSHORE RENTAL LLC,ZF,2017,873,1397.07
Anadarko_2018,LIBCO ENTERPRISES INC,ZF,2017,1533,1492.0
Anadarko_2018,TERRY R PITT CONSTRUCTION INC,ZF,2017,198,3290.91
Anadarko_2018,CWS WIRELINE LLC,ZG,2017,90,8094.6
Williams_2017,POWER IGNITION AND CONTROLS APPALACHIA,,2017,116,3649.35
Williams_2017,LMC INDUSTRIAL CONTRACTORS INC,,2017,53,337955.39
Williams_2017,BAKER PETROLITE LLC,,2017,223,7889.07
Williams_2017,LONESTAR LAND SERVICES LLC,,2017,173,1063.54
Sanchez_2018,AXIP ENERGY SERVICES LP,APINV,2017,101,3112.17
NobleEnergy_2018,SKYBEAM ACQUISITION CORP,XML GATEWAY,2017,119,1237.79
NobleEnergy_2018,LIGHTNING FLUID SERVICES,DO,2017,83,12644.02
NobleEnergy_2018,STANDARD E&S LLC,DO,2017,226,354.44
NobleEnergy_2018,EMIT TECHNOLOGIES INC,ISP,2017,57,2038.6
Anadarko_2018,C & M RODRIGUEZ SERVICES INC,ZF,2017,1536,2158.32
Anadarko_2018,PRAIRIE OILFIELD SERVICES LLC,ZF,2017,79,3502.78
Anadarko_2018,PRODIGY STAFF ADVISORS INC,ZG,2017,331,7234.84
Anadarko_2018,INSIGHT GLOBAL INC,ZF,2017,155,4529.13
Anadarko_2018,FASTENAL COMPANY,ZF,2017,118,223.08
Anadarko_2018,LUFKIN INDUSTRIES INC,ZF,2017,174,349.07
Williams_2017,GENERAL ACOUSTICS INC,,2017,136,2307.13
Sanchez_2018,JK RED DIRT RENTALS LLC,APINV,2017,240,1060.4
Sanchez_2018,NGL WATER SOLUTIONS - EAGLE FORD,APINV,2017,1291,660.59
Sanchez_2018,J & M PREMIER SERVICES INC,APINV,2017,64,4090.9
Sanchez_2018,PILOT THOMAS LOGISTICS,APINV,2017,1773,7047.68
Sanchez_2018,GUARD 1 SERVICES LLC,APINV,2017,128,4090.46
NobleEnergy_2018,KEYSTONE PUMP & SUPPLY,DO,2017,111,275.55
NobleEnergy_2018,ANDREWS PUMP & SUPPLY INC,DO,2017,339,960.48
NobleEnergy_2018,FLATLAND HOLDINGS INC,DO,2017,212,2117.92
NobleEnergy_2018,AGUILARS CORP,DO,2017,286,1196.04
NobleEnergy_2018,MORGAN COUNTY RURAL ELECTRIC ASSN,Manual Invoice Entry,2017,163,39092.79
NobleEnergy_2018,RJ MANN & ASSOCIATES INC,DO,2017,54,2575.17
Anadarko_2018,DLD CORROSION CONSULTANT,ZF,2017,772,1039.59
Anadarko_2018,PINNACLE OILFIELD INSPECTION SERVIC,ZF,2017,236,8825.7
Anadarko_2018,RDUB TRUCKING LLC,ZF,2017,52,2849.37
Anadarko_2018,KEYSTONE PUMP & SUPPLY LLC,ZF,2017,338,1102.06
Williams_2017,PIPELINE LAND SERVICES INC,,2017,193,4091.97
Sanchez_2018,STONE TRUCKING,APINV,2017,413,4263.9
Sanchez_2018,ELY AND ASSOCIATES CORP,APINV,2017,363,6494.12
NobleEnergy_2018,NALCO COMPANY,DO,2017,714,7704.89
NobleEnergy_2018,E & B OILFIELD SERVICES INC,DO,2017,200,3604.1
Anadarko_2018,BRAVO SERVICES INC,ZF,2017,1914,1108.37
Anadarko_2018,CROWLEY FLECK PLLP,YR,2017,83,1633.48
Anadarko_2018,PROVIDIA MANAGEMENT GROUP LLC,ZF,2017,53,6375.65
Williams_2017,MARTIN ENERGY SERVICES LLC,,2017,121,4941.76
Williams_2017,SHALLENBERGER CONSTRUCTION INC,,2017,53,27710.02
Williams_2017,BEST DEAL SERVICES,,2017,86,3506.98
Sanchez_2018,EXPRESS ENERGY SVCS OPERATING LP,APINV,2017,104,8377.11
Sanchez_2018,ENERGY LAND RESOURCES INC,APINV,2017,52,4242.09
NobleEnergy_2018,AMERICAN PRIDE CRANE SERVICE INC,ISP,2017,53,2871.51
NobleEnergy_2018,STERLING CRANE LLC,DO,2017,83,3387.55
NobleEnergy_2018,REDI SERVICES LLC,DO,2017,166,2266.65
NobleEnergy_2018,RDZ OILFIELD LEASE SERVICES INC,DO,2017,828,706.35
Anadarko_2018,"JBH CONTRACTING, INC",ZF,2017,441,1625.77
Anadarko_2018,CHALMERS COLLINS & ALWELL INC,ZF,2017,245,7664.36
Anadarko_2018,AMBER GREEN CORPORATION,ZF,2017,174,318.14
Anadarko_2018,FTDE INC,ZF,2017,70,1218.62
Anadarko_2018,SIGNAL PERFECTION LTD,ZF,2017,116,6153.85
Anadarko_2018,WEST TEXAS DUMPSTERS INC,ZF,2017,110,2860.31
Williams_2017,RES ENERGY SOLUTIONS,,2017,77,1787.03
Sanchez_2018,QCSA LOGISTICS LLC,APINV,2017,140,3012.97
NobleEnergy_2018,SALAZAR SERVICE & TRUCKING CORP,DO,2017,1788,646.12
NobleEnergy_2018,GELCO CORPORATION,DO,2017,149,33126.39
NobleEnergy_2018,CORDERO TRUCKING LLC,DO,2017,135,926.5
Anadarko_2018,WOOD GROUP PSN INC,ZF,2017,4032,5575.78
Anadarko_2018,WILLOW CREEK COMPANIES LLC,ZH,2017,234,192824.7
Anadarko_2018,WILLIAMS VENKER & SANDERS LLC,ZG,2017,61,242.23
Williams_2017,FEDEX,,2017,417,127.45
Williams_2017,O NEILL SALES LLC,,2017,132,3000.25
Williams_2017,LEGACY MEASUREMENT SOLUTIONS INC,,2017,59,18102.75
Anadarko_2018,BUGGSYS WATER SERVICE INC,ZF,2017,269,920.66
Sanchez_2018,BLUE BONNET ENERGY SERVICES,APINV,2017,391,968.31
NobleEnergy_2018,R&R ENGINEERS-SURVEYORS INC,DO,2017,52,2771.97
NobleEnergy_2018,AIRGAS INC,DO,2017,122,485.48
NobleEnergy_2018,CLARUS SUBSEA INTEGRITY INC,DO,2017,104,5527.56
NobleEnergy_2018,TEXAS GENERAL LAND OFFICE,Manual Invoice Entry,2017,149,73311.83
NobleEnergy_2018,STONE PIGMAN WALTHER WITTMANN LLC,DO,2017,55,2910.24
NobleEnergy_2018,BUCKLEN SERVICES INC,ISP,2017,78,2047.83
NobleEnergy_2018,UNITED RENTALS (NORTH AMERICA) INC,DO,2017,148,2083.2
Anadarko_2018,DVE MANAGEMENT INC,ZF,2017,186,21056.67
Anadarko_2018,AMERICAN MOBILE RESEARCH INC,ZF,2017,108,1246.26
Anadarko_2018,GYRODATA INCORPORATED,ZF,2017,59,26161.3
Anadarko_2018,GIBSON APPLIED TECHNOLOGY & ENGINEE,ZF,2017,106,25094.41
Anadarko_2018,ELEMENT MATERIALS TECH LAFAYETTE LL,ZF,2017,115,1372.14
Anadarko_2018,"TOP COAT, INC",ZF,2017,56,7994.81
Anadarko_2018,CLEAN HARBORS ENVIRONMENTAL SERVICE,ZF,2017,56,1964.61
Anadarko_2018,COGENT INC,ZF,2017,68,4198.81
Williams_2017,FOX LEDGE INC,,2017,61,50.12
NobleEnergy_2018,TRINITY EAGLEFORD SERVICES LLC,DO,2017,229,1801.69
NobleEnergy_2018,MAGNUM MIDSTREAM LP,DO,2017,111,1529.72
NobleEnergy_2018,TRIPLE R ROUSTABOUT INC,DO,2017,1368,643.29
Anadarko_2018,3H TRUCKING LLC,ZF,2017,569,9595.73
Anadarko_2018,LDIS LLC,ZH,2017,142,7766.97
Anadarko_2018,HARDY ENVIRONMENTAL INC,ZF,2017,67,8102.39
Williams_2017,NVI LLC,,2017,301,4838.29
Williams_2017,BIGHORN CONSTRUCTION & RECLAMATION,,2017,100,3164.38
Sanchez_2018,BLACKWATER SWD LLC,APINV,2017,201,384.1
